"artwork_id","artist_name","artist_id","category","title","year_created","medium","dimensions_cm","description","creation_context","artwork_style","notable_owners","bart_score","image_url"
"BRG015","Bourgeois","ART_BRG","Modern Masters","Cell Installation (04)","1947","Fabric and metal","200x150x100","Cell Installation (04), exécutée par Bourgeois en 1947. Œuvre dans le style caractéristique de l'artiste, support fabric and metal.","Période créative 1947, série stylistique caractéristique.","Sculpture psychanalytique et textile","Tate Modern","88",""
"BRG016","Bourgeois","ART_BRG","Modern Masters","Cumul Series #05","1978","Marble carved","200x150x100","Cumul Series #05, exécutée par Bourgeois en 1978. Œuvre dans le style caractéristique de l'artiste, support marble carved.","Période créative 1978, série stylistique caractéristique.","Sculpture psychanalytique et textile","Tate Modern","72",""
"BRG017","Bourgeois","ART_BRG","Modern Masters","Cumul Series #06","1995","Bronze with patina","300x300x250","Cumul Series #06, exécutée par Bourgeois en 1995. Œuvre dans le style caractéristique de l'artiste, support bronze with patina.","Période créative 1995, série stylistique caractéristique.","Sculpture psychanalytique et textile","Centre Pompidou","86",""
"BRG018","Bourgeois","ART_BRG","Modern Masters","Femme Maison Variant #07","2004","Mixed media installation","120x80x60","Femme Maison Variant #07, exécutée par Bourgeois en 2004. Œuvre dans le style caractéristique de l'artiste, support mixed media installation.","Période créative 2004, série stylistique caractéristique.","Sculpture psychanalytique et textile","Collections privées internationales","71",""
"BRG019","Bourgeois","ART_BRG","Modern Masters","Spider Variant #08","1960","Mixed media installation","200x150x100","Spider Variant #08, exécutée par Bourgeois en 1960. Œuvre dans le style caractéristique de l'artiste, support mixed media installation.","Période créative 1960, série stylistique caractéristique.","Sculpture psychanalytique et textile","Centre Pompidou","82",""
"BRG020","Bourgeois","ART_BRG","Modern Masters","Couple Series #09","1984","Mixed media installation","120x80x60","Couple Series #09, exécutée par Bourgeois en 1984. Œuvre dans le style caractéristique de l'artiste, support mixed media installation.","Période créative 1984, série stylistique caractéristique.","Sculpture psychanalytique et textile","Centre Pompidou","85",""
"BRG021","Bourgeois","ART_BRG","Modern Masters","Cumul Series #10","1957","Mixed media installation","120x80x60","Cumul Series #10, exécutée par Bourgeois en 1957. Œuvre dans le style caractéristique de l'artiste, support mixed media installation.","Période créative 1957, série stylistique caractéristique.","Sculpture psychanalytique et textile","Hauser & Wirth Collection","76",""
"BRG022","Bourgeois","ART_BRG","Modern Masters","Cell Installation (11)","1942","Marble carved","300x300x250","Cell Installation (11), exécutée par Bourgeois en 1942. Œuvre dans le style caractéristique de l'artiste, support marble carved.","Période créative 1942, série stylistique caractéristique.","Sculpture psychanalytique et textile","Centre Pompidou","80",""
"BRG023","Bourgeois","ART_BRG","Modern Masters","Drawing Suite (12)","1967","Watercolor on paper","120x80x60","Drawing Suite (12), exécutée par Bourgeois en 1967. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 1967, série stylistique caractéristique.","Sculpture psychanalytique et textile","Centre Pompidou","71",""
"BRG024","Bourgeois","ART_BRG","Modern Masters","Femme Maison Variant #13","1984","Watercolor on paper","50x70x40","Femme Maison Variant #13, exécutée par Bourgeois en 1984. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 1984, série stylistique caractéristique.","Sculpture psychanalytique et textile","Hauser & Wirth Collection","79",""
"BRG025","Bourgeois","ART_BRG","Modern Masters","Personage (14)","1944","Fabric and metal","50x70x40","Personage (14), exécutée par Bourgeois en 1944. Œuvre dans le style caractéristique de l'artiste, support fabric and metal.","Période créative 1944, série stylistique caractéristique.","Sculpture psychanalytique et textile","Collections privées internationales","78",""
"BRG026","Bourgeois","ART_BRG","Modern Masters","Femme Maison Variant #15","1997","Mixed media installation","120x80x60","Femme Maison Variant #15, exécutée par Bourgeois en 1997. Œuvre dans le style caractéristique de l'artiste, support mixed media installation.","Période créative 1997, série stylistique caractéristique.","Sculpture psychanalytique et textile","Centre Pompidou","72",""
"BRG027","Bourgeois","ART_BRG","Modern Masters","Drawing Suite (16)","2004","Watercolor on paper","300x300x250","Drawing Suite (16), exécutée par Bourgeois en 2004. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 2004, série stylistique caractéristique.","Sculpture psychanalytique et textile","Tate Modern","80",""
"BRG028","Bourgeois","ART_BRG","Modern Masters","Cell Installation (17)","1969","Mixed media installation","50x70x40","Cell Installation (17), exécutée par Bourgeois en 1969. Œuvre dans le style caractéristique de l'artiste, support mixed media installation.","Période créative 1969, série stylistique caractéristique.","Sculpture psychanalytique et textile","Collections privées internationales","82",""
"BRG029","Bourgeois","ART_BRG","Modern Masters","Untitled (Drawing)","1984","Fabric and metal","50x70x40","Untitled (Drawing), exécutée par Bourgeois en 1984. Œuvre dans le style caractéristique de l'artiste, support fabric and metal.","Période créative 1984, série stylistique caractéristique.","Sculpture psychanalytique et textile","Collections privées internationales","80",""
"BRG030","Bourgeois","ART_BRG","Modern Masters","Spider Variant #19","1980","Mixed media installation","50x70x40","Spider Variant #19, exécutée par Bourgeois en 1980. Œuvre dans le style caractéristique de l'artiste, support mixed media installation.","Période créative 1980, série stylistique caractéristique.","Sculpture psychanalytique et textile","Centre Pompidou","86",""
"BRG031","Bourgeois","ART_BRG","Modern Masters","Femme Maison Variant #20","1945","Watercolor on paper","300x300x250","Femme Maison Variant #20, exécutée par Bourgeois en 1945. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 1945, série stylistique caractéristique.","Sculpture psychanalytique et textile","Centre Pompidou","83",""
"BRG032","Bourgeois","ART_BRG","Modern Masters","Cell Installation (21)","1955","Bronze with patina","50x70x40","Cell Installation (21), exécutée par Bourgeois en 1955. Œuvre dans le style caractéristique de l'artiste, support bronze with patina.","Période créative 1955, série stylistique caractéristique.","Sculpture psychanalytique et textile","Hauser & Wirth Collection","84",""
"BRG033","Bourgeois","ART_BRG","Modern Masters","Drawing Suite (22)","1955","Bronze with patina","120x80x60","Drawing Suite (22), exécutée par Bourgeois en 1955. Œuvre dans le style caractéristique de l'artiste, support bronze with patina.","Période créative 1955, série stylistique caractéristique.","Sculpture psychanalytique et textile","Hauser & Wirth Collection","80",""
"BRG034","Bourgeois","ART_BRG","Modern Masters","Spider Variant #23","1988","Bronze with patina","200x150x100","Spider Variant #23, exécutée par Bourgeois en 1988. Œuvre dans le style caractéristique de l'artiste, support bronze with patina.","Période créative 1988, série stylistique caractéristique.","Sculpture psychanalytique et textile","Collections privées internationales","84",""
"BRG035","Bourgeois","ART_BRG","Modern Masters","Couple Series #24","1981","Mixed media installation","300x300x250","Couple Series #24, exécutée par Bourgeois en 1981. Œuvre dans le style caractéristique de l'artiste, support mixed media installation.","Période créative 1981, série stylistique caractéristique.","Sculpture psychanalytique et textile","Centre Pompidou","87",""
"BRG036","Bourgeois","ART_BRG","Modern Masters","Femme Maison Variant #25","1963","Bronze with patina","200x150x100","Femme Maison Variant #25, exécutée par Bourgeois en 1963. Œuvre dans le style caractéristique de l'artiste, support bronze with patina.","Période créative 1963, série stylistique caractéristique.","Sculpture psychanalytique et textile","MoMA","86",""
"BRG037","Bourgeois","ART_BRG","Modern Masters","Spider Variant #26","1944","Fabric and metal","200x150x100","Spider Variant #26, exécutée par Bourgeois en 1944. Œuvre dans le style caractéristique de l'artiste, support fabric and metal.","Période créative 1944, série stylistique caractéristique.","Sculpture psychanalytique et textile","Collections privées internationales","81",""
"BRG038","Bourgeois","ART_BRG","Modern Masters","Personage (27)","1984","Mixed media installation","300x300x250","Personage (27), exécutée par Bourgeois en 1984. Œuvre dans le style caractéristique de l'artiste, support mixed media installation.","Période créative 1984, série stylistique caractéristique.","Sculpture psychanalytique et textile","Collections privées internationales","87",""
"BRG039","Bourgeois","ART_BRG","Modern Masters","Spider Variant #28","1977","Marble carved","200x150x100","Spider Variant #28, exécutée par Bourgeois en 1977. Œuvre dans le style caractéristique de l'artiste, support marble carved.","Période créative 1977, série stylistique caractéristique.","Sculpture psychanalytique et textile","MoMA","83",""
"BRG040","Bourgeois","ART_BRG","Modern Masters","Spider Variant #29","1956","Mixed media installation","300x300x250","Spider Variant #29, exécutée par Bourgeois en 1956. Œuvre dans le style caractéristique de l'artiste, support mixed media installation.","Période créative 1956, série stylistique caractéristique.","Sculpture psychanalytique et textile","MoMA","88",""
"GRS001","Gursky","ART_GRS","Photography","Rhein II","1999","C-print, edition of 6","186x364","Paysage minimal Rhin. Record monde photo 4,3M$ Christie's 2011.","Édition de 6, dont une au MoMA.","Photographie typologique Düsseldorf School","MoMA, Tate Modern, Glenstone Museum, Pinakothek","95",""
"GRS002","Gursky","ART_GRS","Photography","99 Cent II Diptych","2001","C-print, edition","207x336","Supermarché 99 cents stylisé. Vendu 3,3M$ Sotheby's 2007.","Édition de 6, série commerce mondialisé.","Photographie économie globalisée","Diverses collections institutionnelles","92",""
"GRS003","Gursky","ART_GRS","Photography","Chicago Board of Trade III","1999","C-print","187x340","Salle de marchés Chicago, séries Stock Exchange.","Série Stock Exchanges.","Photographie économie globalisée","Tate Modern","84",""
"GRS004","Gursky","ART_GRS","Photography","Bahrain I","2007","C-print","300x222","Circuit Formule 1 Bahrain, géométrie aérienne.","Édition limitée.","Photographie aérienne paysage","Collections privées","88",""
"GRS005","Gursky","ART_GRS","Photography","Pyongyang IV","2007","C-print","300x215","Mass Games Corée du Nord, ordre totalitaire.","Série Pyongyang, observée Corée du Nord.","Photographie politique mass","Collections multiples","88",""
"GRS006","Gursky","ART_GRS","Photography","Tokyo Stock Exchange","1990","C-print","187x238","Salle de bourse Tokyo, première période.","Série Stock Exchanges.","Photographie économie","Collection Goetz","86",""
"GRS007","Gursky","ART_GRS","Photography","Ocean II","2010","C-print","330x227","Vue satellite océanique, série Ocean.","Série Ocean, photographies satellites composées.","Photographie satellite","Collections privées","94",""
"GRS008","Gursky","ART_GRS","Photography","Rave","1995","C-print","176x256","Foule en discothèque, période rave.","Période rave berlinoise.","Photographie sociale","Collections privées","91",""
"GRS009","Gursky","ART_GRS","Photography","Madonna I","2001","C-print","289x208","Concert Madonna, foule en effervescence.","Série Concerts.","Photographie spectacle","Collection Pinault","95",""
"GRS010","Gursky","ART_GRS","Photography","Bangkok IX","2011","C-print","300x223","Vue aérienne Chao Phraya, traînées colorées.","Série Bangkok, paysages urbains.","Photographie paysage urbain","Collection privée","94",""
